query_id,template_id,sql_text
Q144_V004,Q_1577,"WITH supplier_annual AS ( SELECT s_suppkey, s_nationkey, EXTRACT(YEAR FROM l_shipdate) AS yr, SUM(l_extendedprice * (1 - l_discount)) AS annual_rev FROM supplier JOIN lineitem ON s_suppkey = l_suppkey GROUP BY s_suppkey, s_nationkey, yr ), year_range AS ( SELECT s_suppkey, s_nationkey, MIN(yr) AS first_yr, MAX(yr) AS last_yr FROM supplier_annual GROUP BY s_suppkey, s_nationkey ), first_last AS ( SELECT yr.s_suppkey, yr.s_nationkey, yr.first_yr, yr.last_yr, sa1.annual_rev AS first_rev, sa2.annual_rev AS last_rev FROM year_range yr JOIN supplier_annual sa1 ON yr.s_suppkey = sa1.s_suppkey AND yr.first_yr = sa1.yr JOIN supplier_annual sa2 ON yr.s_suppkey = sa2.s_suppkey AND yr.last_yr = sa2.yr ) SELECT s_suppkey, n_name, first_yr, last_yr, ROUND(first_rev::NUMERIC, 2) AS first_year_revenue, ROUND(last_rev::NUMERIC, 2) AS last_year_revenue, ROUND( (POWER(last_rev::NUMERIC / NULLIF(first_rev::NUMERIC, 0), 1.0 / NULLIF(last_yr - first_yr, 0)) - 1) * 100, 4 ) AS cagr_pct FROM first_last JOIN nation ON s_nationkey = n_nationkey ORDER BY s_suppkey ASC LIMIT 1000;"
Q144_V005,Q_1578,"WITH supplier_annual AS ( SELECT s_suppkey, s_nationkey, EXTRACT(YEAR FROM l_shipdate) AS yr, SUM(l_extendedprice * (1 - l_discount)) AS annual_rev FROM supplier JOIN lineitem ON s_suppkey = l_suppkey GROUP BY s_suppkey, s_nationkey, yr ), year_range AS ( SELECT s_suppkey, s_nationkey, MIN(yr) AS first_yr, MAX(yr) AS last_yr FROM supplier_annual GROUP BY s_suppkey, s_nationkey ), first_last AS ( SELECT yr.s_suppkey, yr.s_nationkey, yr.first_yr, yr.last_yr, sa1.annual_rev AS first_rev, sa2.annual_rev AS last_rev FROM year_range yr JOIN supplier_annual sa1 ON yr.s_suppkey = sa1.s_suppkey AND yr.first_yr = sa1.yr JOIN supplier_annual sa2 ON yr.s_suppkey = sa2.s_suppkey AND yr.last_yr = sa2.yr ) SELECT s_suppkey, n_name, first_yr, last_yr, ROUND(first_rev::NUMERIC, 2) AS first_year_revenue, ROUND(last_rev::NUMERIC, 2) AS last_year_revenue, ROUND( (POWER(last_rev::NUMERIC / NULLIF(first_rev::NUMERIC, 0), 1.0 / NULLIF(last_yr - first_yr, 0)) - 1) * 100, 4 ) AS cagr_pct FROM first_last LEFT JOIN nation ON s_nationkey = n_nationkey ORDER BY s_suppkey ASC LIMIT 1000;"
Q144_V006,Q_1579,"WITH supplier_annual AS ( SELECT s_suppkey, s_nationkey, EXTRACT(YEAR FROM l_shipdate) AS yr, SUM(l_extendedprice * (1 - l_discount)) AS annual_rev FROM supplier JOIN lineitem ON s_suppkey = l_suppkey GROUP BY s_suppkey, s_nationkey, yr ), year_range AS ( SELECT s_suppkey, s_nationkey, MIN(yr) AS first_yr, MAX(yr) AS last_yr FROM supplier_annual GROUP BY s_suppkey, s_nationkey ), first_last AS ( SELECT yr.s_suppkey, yr.s_nationkey, yr.first_yr, yr.last_yr, sa1.annual_rev AS first_rev, sa2.annual_rev AS last_rev FROM year_range yr JOIN supplier_annual sa1 ON yr.s_suppkey = sa1.s_suppkey AND yr.first_yr = sa1.yr JOIN supplier_annual sa2 ON yr.s_suppkey = sa2.s_suppkey AND yr.last_yr = sa2.yr ) SELECT s_suppkey, n_name, first_yr, last_yr, ROUND(first_rev::NUMERIC, 2) AS first_year_revenue, ROUND(last_rev::NUMERIC, 2) AS last_year_revenue, ROUND( (POWER(last_rev::NUMERIC / NULLIF(first_rev::NUMERIC, 0), 1.0 / NULLIF(last_yr - first_yr, 0)) - 1) * 100, 4 ) AS cagr_pct FROM first_last RIGHT JOIN nation ON s_nationkey = n_nationkey ORDER BY s_suppkey ASC LIMIT 1000;"
Q144_V007,Q_1580,"WITH supplier_annual AS ( SELECT s_suppkey, s_nationkey, EXTRACT(YEAR FROM l_shipdate) AS yr, SUM(l_extendedprice * (1 - l_discount)) AS annual_rev FROM supplier JOIN lineitem ON s_suppkey = l_suppkey GROUP BY s_suppkey, s_nationkey, yr ), year_range AS ( SELECT s_suppkey, s_nationkey, MAX(yr) AS first_yr, MAX(yr) AS last_yr FROM supplier_annual GROUP BY s_suppkey, s_nationkey ), first_last AS ( SELECT yr.s_suppkey, yr.s_nationkey, yr.first_yr, yr.last_yr, sa1.annual_rev AS first_rev, sa2.annual_rev AS last_rev FROM year_range yr JOIN supplier_annual sa1 ON yr.s_suppkey = sa1.s_suppkey AND yr.first_yr = sa1.yr JOIN supplier_annual sa2 ON yr.s_suppkey = sa2.s_suppkey AND yr.last_yr = sa2.yr ) SELECT s_suppkey, n_name, first_yr, last_yr, ROUND(first_rev::NUMERIC, 2) AS first_year_revenue, ROUND(last_rev::NUMERIC, 2) AS last_year_revenue, ROUND( (POWER(last_rev::NUMERIC / NULLIF(first_rev::NUMERIC, 0), 1.0 / NULLIF(last_yr - first_yr, 0)) - 1) * 100, 4 ) AS cagr_pct FROM first_last RIGHT JOIN nation ON s_nationkey = n_nationkey ORDER BY s_suppkey ASC LIMIT 1000;"
Q144_V008,Q_1581,"WITH supplier_annual AS ( SELECT s_suppkey, s_nationkey, EXTRACT(YEAR FROM l_shipdate) AS yr, SUM(l_extendedprice * (1 - l_discount)) AS annual_rev FROM supplier JOIN lineitem ON s_suppkey = l_suppkey GROUP BY s_suppkey, s_nationkey, yr ), year_range AS ( SELECT s_suppkey, s_nationkey, MIN(yr) AS first_yr, MIN(yr) AS last_yr FROM supplier_annual GROUP BY s_suppkey, s_nationkey ), first_last AS ( SELECT yr.s_suppkey, yr.s_nationkey, yr.first_yr, yr.last_yr, sa1.annual_rev AS first_rev, sa2.annual_rev AS last_rev FROM year_range yr JOIN supplier_annual sa1 ON yr.s_suppkey = sa1.s_suppkey AND yr.first_yr = sa1.yr JOIN supplier_annual sa2 ON yr.s_suppkey = sa2.s_suppkey AND yr.last_yr = sa2.yr ) SELECT s_suppkey, n_name, first_yr, last_yr, ROUND(first_rev::NUMERIC, 2) AS first_year_revenue, ROUND(last_rev::NUMERIC, 2) AS last_year_revenue, ROUND( (POWER(last_rev::NUMERIC / NULLIF(first_rev::NUMERIC, 0), 1.0 / NULLIF(last_yr - first_yr, 0)) - 1) * 100, 4 ) AS cagr_pct FROM first_last RIGHT JOIN nation ON s_nationkey = n_nationkey ORDER BY s_suppkey ASC LIMIT 1000;"
Q144_V009,Q_1582,"WITH supplier_annual AS ( SELECT s_suppkey, s_nationkey, EXTRACT(YEAR FROM l_shipdate) AS yr, SUM(l_extendedprice * (1 - l_discount)) AS annual_rev FROM supplier JOIN lineitem ON s_suppkey = l_suppkey GROUP BY s_suppkey, s_nationkey, yr ), year_range AS ( SELECT s_suppkey, s_nationkey, MIN(yr) AS first_yr, MIN(yr) AS last_yr FROM supplier_annual GROUP BY s_suppkey, s_nationkey ), first_last AS ( SELECT yr.s_suppkey, yr.s_nationkey, yr.first_yr, yr.last_yr, sa1.annual_rev AS first_rev, sa2.annual_rev AS last_rev FROM year_range yr JOIN supplier_annual sa1 ON yr.s_suppkey = sa1.s_suppkey AND yr.first_yr = sa1.yr JOIN supplier_annual sa2 ON yr.s_suppkey = sa2.s_suppkey AND yr.last_yr = sa2.yr ) SELECT s_suppkey, n_name, first_yr, last_yr, ROUND(first_rev::NUMERIC, 2) AS first_year_revenue, ROUND(last_rev::NUMERIC, 10) AS last_year_revenue, ROUND( (POWER(last_rev::NUMERIC / NULLIF(first_rev::NUMERIC, 0), 1.0 / NULLIF(last_yr - first_yr, 0)) - 1) * 100, 4 ) AS cagr_pct FROM first_last RIGHT JOIN nation ON s_nationkey = n_nationkey ORDER BY s_suppkey ASC LIMIT 1000;"
Q144_V010,Q_1583,"WITH supplier_annual AS ( SELECT s_suppkey, s_nationkey, EXTRACT(YEAR FROM l_shipdate) AS yr, SUM(l_extendedprice * (1 - l_discount)) AS annual_rev FROM supplier JOIN lineitem ON s_suppkey = l_suppkey GROUP BY s_suppkey, s_nationkey, yr ), year_range AS ( SELECT s_suppkey, s_nationkey, MIN(yr) AS first_yr, MIN(yr) AS last_yr FROM supplier_annual GROUP BY s_suppkey, s_nationkey ), first_last AS ( SELECT yr.s_suppkey, yr.s_nationkey, yr.first_yr, yr.last_yr, sa1.annual_rev AS first_rev, sa2.annual_rev AS last_rev FROM year_range yr JOIN supplier_annual sa1 ON yr.s_suppkey = sa1.s_suppkey AND yr.first_yr = sa1.yr JOIN supplier_annual sa2 ON yr.s_suppkey = sa2.s_suppkey AND yr.last_yr = sa2.yr ) SELECT s_suppkey, n_name, first_yr, last_yr, ROUND(first_rev::NUMERIC, 2) AS first_year_revenue, ROUND(last_rev::NUMERIC, 10) AS last_year_revenue, ROUND( (POWER(last_rev::NUMERIC / NULLIF(first_rev::NUMERIC, 0), 9.0 / NULLIF(last_yr - first_yr, 0)) - 1) * 100, 4 ) AS cagr_pct FROM first_last RIGHT JOIN nation ON s_nationkey = n_nationkey ORDER BY s_suppkey ASC LIMIT 1000;"
Q145_V001,Q_1584,"WITH effective_cost AS ( SELECT p_partkey, p_name, p_retailprice, AVG(ps_supplycost) AS avg_supply_cost, MIN(ps_supplycost) AS min_supply_cost, SUM(ps_availqty * ps_supplycost) / NULLIF(SUM(ps_availqty), 0) AS weighted_cost FROM part JOIN partsupp ON p_partkey = ps_partkey GROUP BY p_partkey, p_name, p_retailprice ) SELECT *, p_retailprice - weighted_cost AS margin, ROUND(100.0 * (p_retailprice - weighted_cost) / NULLIF(weighted_cost, 0), 2) AS margin_pct, RANK() OVER (ORDER BY (p_retailprice - weighted_cost)) AS margin_rank FROM effective_cost WHERE p_retailprice < weighted_cost ORDER BY margin LIMIT 25;"
Q145_V002,Q_1585,"WITH effective_cost AS ( SELECT p_partkey, p_name, p_retailprice, AVG(ps_supplycost) AS avg_supply_cost, MAX(ps_supplycost) AS max_supply_cost, SUM(ps_availqty * ps_supplycost) / NULLIF(SUM(ps_availqty), 0) AS weighted_cost FROM part JOIN partsupp ON p_partkey = ps_partkey GROUP BY p_partkey, p_name, p_retailprice ) SELECT *, p_retailprice - weighted_cost AS margin, ROUND(100.0 * (p_retailprice - weighted_cost) / NULLIF(weighted_cost, 0), 2) AS margin_pct, RANK() OVER (ORDER BY (p_retailprice - weighted_cost)) AS margin_rank FROM effective_cost WHERE p_retailprice < weighted_cost ORDER BY margin LIMIT 25;"
Q145_V003,Q_1586,"WITH effective_cost AS ( SELECT p_partkey, p_name, p_retailprice, AVG(ps_supplycost) AS avg_supply_cost, MAX(ps_supplycost) AS max_supply_cost, SUM(ps_availqty * ps_supplycost) / NULLIF(SUM(ps_availqty), 0) AS weighted_cost FROM part LEFT JOIN partsupp ON p_partkey = ps_partkey GROUP BY p_partkey, p_name, p_retailprice ) SELECT *, p_retailprice - weighted_cost AS margin, ROUND(100.0 * (p_retailprice - weighted_cost) / NULLIF(weighted_cost, 0), 2) AS margin_pct, RANK() OVER (ORDER BY (p_retailprice - weighted_cost)) AS margin_rank FROM effective_cost WHERE p_retailprice < weighted_cost ORDER BY margin LIMIT 25;"
Q145_V004,Q_1587,"WITH effective_cost AS ( SELECT p_partkey, p_name, p_retailprice, AVG(ps_supplycost) AS avg_supply_cost, MAX(ps_supplycost) AS max_supply_cost, SUM(ps_availqty * ps_supplycost) / NULLIF(SUM(ps_availqty), 0) AS weighted_cost FROM part RIGHT JOIN partsupp ON p_partkey = ps_partkey GROUP BY p_partkey, p_name, p_retailprice ) SELECT *, p_retailprice - weighted_cost AS margin, ROUND(100.0 * (p_retailprice - weighted_cost) / NULLIF(weighted_cost, 0), 2) AS margin_pct, RANK() OVER (ORDER BY (p_retailprice - weighted_cost)) AS margin_rank FROM effective_cost WHERE p_retailprice < weighted_cost ORDER BY margin LIMIT 25;"
Q145_V005,Q_1588,"WITH effective_cost AS ( SELECT p_partkey, p_name, p_retailprice, AVG(ps_supplycost) AS avg_supply_cost, MAX(ps_supplycost) AS max_supply_cost, SUM(ps_availqty * ps_supplycost) / NULLIF(SUM(ps_availqty), 0) AS weighted_cost FROM part RIGHT JOIN partsupp ON p_partkey = ps_partkey GROUP BY p_partkey, p_name, p_retailprice ) SELECT *, p_retailprice - weighted_cost AS margin, ROUND(100.0 * (p_retailprice - weighted_cost) / NULLIF(weighted_cost, 0), 2) AS margin_pct, RANK() OVER (ORDER BY (p_retailprice - weighted_cost)) AS margin_rank FROM effective_cost WHERE p_retailprice > weighted_cost ORDER BY margin LIMIT 25;"
Q145_V006,Q_1589,"WITH effective_cost AS ( SELECT p_partkey, p_name, p_retailprice, AVG(ps_supplycost) AS avg_supply_cost, MAX(ps_supplycost) AS max_supply_cost, SUM(ps_availqty * ps_supplycost) / NULLIF(SUM(ps_availqty), 0) AS weighted_cost FROM part RIGHT JOIN partsupp ON p_partkey = ps_partkey GROUP BY p_partkey, p_name, p_retailprice ) SELECT *, p_retailprice - weighted_cost AS margin, ROUND(100.0 * (p_retailprice - weighted_cost) / NULLIF(weighted_cost, 0), 2) AS margin_pct, RANK() OVER (ORDER BY (p_retailprice - weighted_cost)) AS margin_rank FROM effective_cost WHERE p_retailprice > weighted_cost ORDER BY margin LIMIT 50;"
Q145_V007,Q_1590,"WITH effective_cost AS ( SELECT p_partkey, p_name, p_retailprice, AVG(ps_supplycost) AS avg_supply_cost, MAX(ps_supplycost) AS max_supply_cost, SUM(ps_availqty * ps_supplycost) / NULLIF(SUM(ps_availqty), 0) AS weighted_cost FROM part RIGHT JOIN partsupp ON p_partkey = ps_partkey GROUP BY p_partkey, p_name, p_retailprice ) SELECT *, p_retailprice - weighted_cost AS margin, ROUND(100.0 * (p_retailprice - weighted_cost) / NULLIF(weighted_cost, 0), 2) AS margin_pct, RANK() OVER (ORDER BY (p_retailprice - weighted_cost)) AS margin_rank FROM effective_cost WHERE p_retailprice > weighted_cost ORDER BY margin LIMIT 100;"
Q145_V008,Q_1591,"WITH effective_cost AS ( SELECT p_partkey, p_name, p_retailprice, AVG(ps_supplycost) AS avg_supply_cost, MAX(ps_supplycost) AS max_supply_cost, SUM(ps_availqty * ps_supplycost) / NULLIF(SUM(ps_availqty), 0) AS weighted_cost FROM part RIGHT JOIN partsupp ON p_partkey = ps_partkey GROUP BY p_partkey, p_name, p_retailprice ) SELECT *, p_retailprice - weighted_cost AS margin, ROUND(100.0 * (p_retailprice - weighted_cost) / NULLIF(weighted_cost, 0), 2) AS margin_pct, RANK() OVER (ORDER BY (p_retailprice - weighted_cost)) AS margin_rank FROM effective_cost WHERE p_retailprice > weighted_cost ORDER BY margin LIMIT 1000;"
Q145_V009,Q_1592,"WITH effective_cost AS ( SELECT p_partkey, p_name, p_retailprice, AVG(ps_supplycost) AS avg_supply_cost, MAX(ps_supplycost) AS max_supply_cost, SUM(ps_availqty * ps_supplycost) / NULLIF(SUM(ps_availqty), 0) AS weighted_cost FROM part RIGHT JOIN partsupp ON p_partkey = ps_partkey GROUP BY p_partkey, p_name, p_retailprice ) SELECT *, p_retailprice - weighted_cost AS margin, ROUND(100.0 * (p_retailprice - weighted_cost) / NULLIF(weighted_cost, 0), 2) AS margin_pct, RANK() OVER (ORDER BY (p_retailprice - weighted_cost)) AS margin_rank FROM effective_cost WHERE p_retailprice > weighted_cost ORDER BY p_partkey LIMIT 1000;"
Q145_V010,Q_1593,"WITH effective_cost AS ( SELECT p_partkey, p_name, p_retailprice, AVG(ps_supplycost) AS avg_supply_cost, MAX(ps_supplycost) AS max_supply_cost, SUM(ps_availqty * ps_supplycost) / NULLIF(SUM(ps_availqty), 0) AS weighted_cost FROM part RIGHT JOIN partsupp ON p_partkey = ps_partkey GROUP BY p_partkey, p_name, p_retailprice ) SELECT *, p_retailprice - weighted_cost AS margin, ROUND(100.0 * (p_retailprice - weighted_cost) / NULLIF(weighted_cost, 0), 2) AS margin_pct, RANK() OVER (ORDER BY (p_retailprice - weighted_cost)) AS margin_rank FROM effective_cost WHERE p_retailprice < weighted_cost ORDER BY p_partkey LIMIT 1000;"
Q146_V001,Q_1594,"WITH hop1 AS ( SELECT l_orderkey, l_suppkey, l_partkey, l_receiptdate - l_shipdate AS transit_days, l_commitdate - o_orderdate AS promised_days, l_extendedprice * (1 - l_discount) AS revenue FROM lineitem JOIN orders ON l_orderkey = o_orderkey ), supplier_scores AS ( SELECT l_suppkey, AVG(transit_days) AS avg_transit, AVG(promised_days) AS avg_promised, SUM(revenue) AS total_revenue, SUM(CASE WHEN transit_days >= promised_days THEN 1 ELSE 0 END)::FLOAT / COUNT(*) AS fulfillment_rate FROM hop1 GROUP BY l_suppkey ) SELECT s_suppkey, s_name, n_name, ROUND(avg_transit::NUMERIC, 2) AS avg_transit_days, ROUND(avg_promised::NUMERIC, 2) AS avg_promised_days, ROUND((100.0 * fulfillment_rate)::NUMERIC, 2) AS fulfillment_pct, ROUND(total_revenue::NUMERIC, 2) AS total_revenue, ROUND( ((fulfillment_rate * 50) + (50.0 / NULLIF(avg_transit, 0)))::NUMERIC, 4 ) AS efficiency_score FROM supplier_scores JOIN supplier ON l_suppkey = s_suppkey JOIN nation ON s_nationkey = n_nationkey ORDER BY efficiency_score DESC LIMIT 40;"
Q146_V002,Q_1595,"WITH hop1 AS ( SELECT l_orderkey, l_suppkey, l_partkey, l_receiptdate - l_shipdate AS transit_days, l_commitdate - o_orderdate AS promised_days, l_extendedprice * (1 - l_discount) AS revenue FROM lineitem JOIN orders ON l_orderkey = o_orderkey ), supplier_scores AS ( SELECT l_suppkey, AVG(transit_days) AS avg_transit, AVG(promised_days) AS avg_promised, SUM(revenue) AS total_revenue, SUM(CASE WHEN transit_days <= promised_days THEN 1 ELSE 0 END)::FLOAT / COUNT(*) AS fulfillment_rate FROM hop1 GROUP BY l_suppkey ) SELECT s_suppkey, s_name, n_name, ROUND(avg_transit::NUMERIC, 2) AS avg_transit_days, ROUND(avg_promised::NUMERIC, 2) AS avg_promised_days, ROUND((100.0 * fulfillment_rate)::NUMERIC, 2) AS fulfillment_pct, ROUND(total_revenue::NUMERIC, 2) AS total_revenue, ROUND( ((fulfillment_rate * 50) + (50.0 / NULLIF(avg_transit, 0)))::NUMERIC, 4 ) AS efficiency_score FROM supplier_scores JOIN supplier ON l_suppkey = s_suppkey JOIN nation ON s_nationkey = n_nationkey ORDER BY efficiency_score DESC LIMIT 40;"
Q146_V003,Q_1596,"WITH hop1 AS ( SELECT l_orderkey, l_suppkey, l_partkey, l_receiptdate - l_shipdate AS transit_days, l_commitdate - o_orderdate AS promised_days, l_extendedprice * (1 - l_discount) AS revenue FROM lineitem JOIN orders ON l_orderkey = o_orderkey ), supplier_scores AS ( SELECT l_suppkey, AVG(transit_days) AS avg_transit, AVG(promised_days) AS avg_promised, SUM(revenue) AS total_revenue, SUM(CASE WHEN transit_days <= promised_days THEN 1 ELSE 0 END)::FLOAT / COUNT(*) AS fulfillment_rate FROM hop1 GROUP BY l_suppkey ) SELECT s_suppkey, s_name, n_name, ROUND(avg_transit::NUMERIC, 2) AS avg_transit_days, ROUND(avg_promised::NUMERIC, 2) AS avg_promised_days, ROUND((100.0 * fulfillment_rate)::NUMERIC, 2) AS fulfillment_pct, ROUND(total_revenue::NUMERIC, 2) AS total_revenue, ROUND( ((fulfillment_rate * 50) + (50.0 / NULLIF(avg_transit, 0)))::NUMERIC, 4 ) AS efficiency_score FROM supplier_scores JOIN supplier ON l_suppkey = s_suppkey JOIN nation ON s_nationkey = n_nationkey ORDER BY efficiency_score DESC LIMIT 100;"
Q146_V004,Q_1597,"WITH hop1 AS ( SELECT l_orderkey, l_suppkey, l_partkey, l_receiptdate - l_shipdate AS transit_days, l_commitdate - o_orderdate AS promised_days, l_extendedprice * (1 - l_discount) AS revenue FROM lineitem JOIN orders ON l_orderkey = o_orderkey ), supplier_scores AS ( SELECT l_suppkey, AVG(transit_days) AS avg_transit, AVG(promised_days) AS avg_promised, SUM(revenue) AS total_revenue, SUM(CASE WHEN transit_days <= promised_days THEN 1 ELSE 0 END)::FLOAT / COUNT(*) AS fulfillment_rate FROM hop1 GROUP BY l_suppkey ) SELECT s_suppkey, s_name, n_name, ROUND(avg_transit::NUMERIC, 2) AS avg_transit_days, ROUND(avg_promised::NUMERIC, 2) AS avg_promised_days, ROUND((100.0 * fulfillment_rate)::NUMERIC, 2) AS fulfillment_pct, ROUND(total_revenue::NUMERIC, 2) AS total_revenue, ROUND( ((fulfillment_rate * 50) + (50.0 / NULLIF(avg_transit, 0)))::NUMERIC, 4 ) AS efficiency_score FROM supplier_scores JOIN supplier ON l_suppkey = s_suppkey JOIN nation ON s_nationkey = n_nationkey ORDER BY efficiency_score DESC LIMIT 500;"
Q146_V005,Q_1598,"WITH hop1 AS ( SELECT l_orderkey, l_suppkey, l_partkey, l_receiptdate - l_shipdate AS transit_days, l_commitdate - o_orderdate AS promised_days, l_extendedprice * (1 - l_discount) AS revenue FROM lineitem JOIN orders ON l_orderkey = o_orderkey ), supplier_scores AS ( SELECT l_suppkey, AVG(transit_days) AS avg_transit, AVG(promised_days) AS avg_promised, SUM(revenue) AS total_revenue, SUM(CASE WHEN transit_days <= promised_days THEN 1 ELSE 0 END)::FLOAT / COUNT(*) AS fulfillment_rate FROM hop1 GROUP BY l_suppkey ) SELECT s_suppkey, s_name, n_name, ROUND(avg_transit::NUMERIC, 2) AS avg_transit_days, ROUND(avg_promised::NUMERIC, 2) AS avg_promised_days, ROUND((100.0 * fulfillment_rate)::NUMERIC, 2) AS fulfillment_pct, ROUND(total_revenue::NUMERIC, 2) AS total_revenue, ROUND( ((fulfillment_rate * 50) + (50.0 / NULLIF(avg_transit, 0)))::NUMERIC, 4 ) AS efficiency_score FROM supplier_scores JOIN supplier ON l_suppkey = s_suppkey JOIN nation ON s_nationkey = n_nationkey ORDER BY efficiency_score DESC LIMIT 1000;"
Q146_V006,Q_1599,"WITH hop1 AS ( SELECT l_orderkey, l_suppkey, l_partkey, l_receiptdate - l_shipdate AS transit_days, l_commitdate - o_orderdate AS promised_days, l_extendedprice * (1 - l_discount) AS revenue FROM lineitem JOIN orders ON l_orderkey = o_orderkey ), supplier_scores AS ( SELECT l_suppkey, AVG(transit_days) AS avg_transit, AVG(promised_days) AS avg_promised, SUM(revenue) AS total_revenue, SUM(CASE WHEN transit_days <= promised_days THEN 1 ELSE 0 END)::FLOAT / COUNT(*) AS fulfillment_rate FROM hop1 GROUP BY l_suppkey ) SELECT s_suppkey, s_name, n_name, ROUND(avg_transit::NUMERIC, 2) AS avg_transit_days, ROUND(avg_promised::NUMERIC, 2) AS avg_promised_days, ROUND((100.0 * fulfillment_rate)::NUMERIC, 2) AS fulfillment_pct, ROUND(total_revenue::NUMERIC, 2) AS total_revenue, ROUND( ((fulfillment_rate * 50) + (50.0 / NULLIF(avg_transit, 0)))::NUMERIC, 4 ) AS efficiency_score FROM supplier_scores JOIN supplier ON l_suppkey = s_suppkey JOIN nation ON s_nationkey = n_nationkey ORDER BY efficiency_score ASC LIMIT 1000;"
